dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
22,Enero,Sabado,5,Guatemala,7,Hombre,32,Mayor,Ignorado,Camioneta,Geo,Colisión,2011
27,Febrero,Domingo,23,Escuintla,Ignorado,Hombre,37,Mayor,Ebrio,Pick up,Geo,Colisión,2011
2,Marzo,Miercoles,23,Chiquimula,Ignorado,Hombre,24,Mayor,Ignorado,Automovil,Geo,Colisión,2011
6,Marzo,Domingo,3,Escuintla,Ignorado,Hombre,22,Mayor,Ebrio,Automovil,Geo,Empotro,2011
7,Marzo,Lunes,4,Quetzaltenango,1,Hombre,41,Mayor,Ebrio,Pick up,Geo,Empotro,2011
9,Mayo,Lunes,3,Guatemala,18,Hombre,52,Mayor,Ebrio,Automovil,Geo,Empotro,2011
14,Mayo,Sabado,2,Guatemala,11,Hombre,22,Mayor,Normal,Automovil,Geo,Empotro,2011
25,Julio,Lunes,13,Alta Verpaz,Ignorado,Hombre,24,Mayor,Ignorado,Automovil,Geo,Caida,2011
7,Agosto,Domingo,0,San Marcos,2,Hombre,60,Mayor,Normal,Automovil,Geo,Colisión,2011
11,Agosto,Jueves,9,San Marcos,Ignorado,Hombre,27,Mayor,Normal,Pick up,Geo,Colisión,2011
3,Septiembre,Sabado,22,Izabal,Ignorado,Hombre,24,Mayor,Normal,Automovil,Geo,Colisión,2011
13,Septiembre,Martes,17,San Marcos,1,Hombre,48,Mayor,Normal,Automovil,Geo,Empotro,2011
21,Septiembre,Miercoles,22,Guatemala,1,Hombre,53,Mayor,Normal,Automovil,Geo,Colisión,2011
28,Septiembre,Miercoles,13,Retalhuleu,Ignorado,Hombre,30,Mayor,Ignorado,Automovil,Geo,Colisión,2011
1,Enero,Sabado,7,Guatemala,7,Hombre,31,Mayor,Ignorado,Microbus,Gmc,Colisión,2011
9,Febrero,Miercoles,19,Alta Verpaz,Ignorado,Hombre,69,Mayor,Normal,Camión,Gmc,Volco,2011
20,Febrero,Domingo,17,Guatemala,15,Hombre,40,Mayor,Normal,Camión,Gmc,Empotro,2011
8,Marzo,Martes,16,Guatemala,11,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Gmc,Colisión,2011
10,Marzo,Jueves,19,Quetzaltenango,2,Hombre,60,Mayor,Ebrio,Pick up,Gmc,Colisión,2011
23,Mayo,Lunes,4,Totonicapan,Ignorado,Hombre,30,Mayor,Normal,Camión,Gmc,Empotro,2011
24,Mayo,Martes,22,Escuintla,Ignorado,Hombre,32,Mayor,Normal,Camión,Gmc,Colisión,2011
9,Junio,Jueves,7,Suchitepequez,1,Mujer,36,Mayor,Normal,Camión,Gmc,Colisión,2011
10,Junio,Viernes,0,Guatemala,7,Hombre,24,Mayor,Normal,Camión,Gmc,Colisión,2011
17,Junio,Viernes,11,Guatemala,2,Mujer,30,Mayor,Normal,Automovil,Gmc,Colisión,2011
17,Septiembre,Sabado,8,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Gmc,Volco,2011
4,Octubre,Martes,16,Quetzaltenango,Ignorado,Hombre,23,Mayor,Normal,Microbus,Gmc,Empotro,2011
18,Octubre,Martes,16,Solola,Ignorado,Hombre,41,Mayor,Normal,Camión,Gmc,Colisión,2011
12,Noviembre,Sabado,23,Guatemala,10,Hombre,25,Mayor,Normal,Camión,Gmc,Colisión,2011
18,Diciembre,Domingo,23,Suchitepequez,Ignorado,Hombre,32,Mayor,Ignorado,Camión,Gmc,Colisión,2011
7,Enero,Viernes,16,Chimaltenango,Ignorado,Hombre,54,Mayor,Ignorado,Camión,Hino,Colisión,2011
21,Enero,Viernes,18,Peten,Ignorado,Hombre,56,Mayor,Normal,Bus extraurbano,Hino,Colisión,2011
26,Enero,Miercoles,17,Escuintla,1,Hombre,48,Mayor,Ignorado,Camión,Hino,Colisión,2011
26,Enero,Miercoles,11,Baja Verapaz,Ignorado,Hombre,69,Mayor,Ignorado,Camión,Hino,Colisión,2011
29,Enero,Sabado,6,San Marcos,Ignorado,Hombre,50,Mayor,Normal,Cabezal,Hino,Colisión,2011
17,Febrero,Jueves,12,Guatemala,13,Hombre,34,Mayor,Ignorado,Camión,Hino,Colisión,2011
25,Febrero,Viernes,23,Guatemala,2,Hombre,67,Mayor,Ignorado,Camión,Hino,Colisión,2011
2,Marzo,Miercoles,18,Santa Rosa,Ignorado,Hombre,43,Mayor,Ignorado,Camión,Hino,Empotro,2011
3,Marzo,Jueves,7,Huehuetenango,Ignorado,Hombre,52,Mayor,Ignorado,Camión,Hino,Colisión,2011
4,Marzo,Viernes,16,Quiche,Ignorado,Hombre,56,Mayor,Ebrio,Camión,Hino,Colisión,2011
10,Marzo,Jueves,18,Suchitepequez,Ignorado,Hombre,36,Mayor,Ignorado,Camión,Hino,Empotro,2011
10,Marzo,Jueves,11,Alta Verpaz,Ignorado,Hombre,40,Mayor,Normal,Camión,Hino,Colisión,2011
22,Marzo,Martes,1,Guatemala,12,Hombre,43,Mayor,Normal,Camión,Hino,Colisión,2011
22,Marzo,Martes,8,Totonicapan,Ignorado,Hombre,43,Mayor,Normal,Camión,Hino,Colisión,2011
3,Abril,Domingo,16,Guatemala,11,Hombre,23,Mayor,Ignorado,Camión,Hino,Colisión,2011
7,Abril,Jueves,2,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
7,Abril,Jueves,8,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
12,Abril,Martes,18,Solola,Ignorado,Hombre,43,Mayor,Ignorado,Camión,Hino,Volco,2011
16,Abril,Sabado,20,Escuintla,Ignorado,Hombre,38,Mayor,Normal,Camión,Hino,Colisión,2011
1,Mayo,Domingo,12,Izabal,Ignorado,Hombre,36,Mayor,Ignorado,Camión,Hino,Volco,2011
25,Mayo,Miercoles,15,Alta Verpaz,Ignorado,Hombre,50,Mayor,Ignorado,Camión,Hino,Caida,2011
27,Mayo,Viernes,16,Guatemala,6,Hombre,25,Mayor,Ignorado,Camión,Hino,Colisión,2011
30,Mayo,Lunes,7,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
4,Junio,Sabado,22,Izabal,Ignorado,Hombre,29,Mayor,Ignorado,Camión,Hino,Colisión,2011
6,Junio,Lunes,15,Quiche,5,Hombre,36,Mayor,Normal,Camión,Hino,Colisión,2011
8,Junio,Miercoles,12,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Volco,2011
8,Junio,Miercoles,23,Sacatepequez,Ignorado,Hombre,42,Mayor,Normal,Camión,Hino,Colisión,2011
13,Junio,Lunes,18,Peten,Ignorado,Hombre,28,Mayor,Normal,Camión,Hino,Colisión,2011
15,Junio,Miercoles,8,Quetzaltenango,Ignorado,Hombre,60,Mayor,Normal,Camión,Hino,Colisión,2011
15,Junio,Miercoles,15,Alta Verpaz,Ignorado,Hombre,30,Mayor,Normal,Camión,Hino,Colisión,2011
19,Junio,Domingo,17,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
25,Junio,Sabado,13,Huehuetenango,Ignorado,Hombre,33,Mayor,Normal,Camión,Hino,Colisión,2011
27,Junio,Lunes,16,Suchitepequez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
12,Julio,Martes,22,Zacapa,Ignorado,Hombre,55,Mayor,Normal,Camión,Hino,Colisión,2011
12,Julio,Martes,17,Peten,Ignorado,Hombre,33,Mayor,Normal,Camión,Hino,Colisión,2011
29,Julio,Viernes,3,Izabal,Ignorado,Hombre,51,Mayor,Ignorado,Bus urbano,Hino,Colisión,2011
1,Agosto,Lunes,10,Sacatepequez,Ignorado,Hombre,25,Mayor,Normal,Camión,Hino,Colisión,2011
15,Agosto,Lunes,8,Guatemala,4,Hombre,55,Mayor,Normal,Camión,Hino,Colisión,2011
19,Agosto,Viernes,21,Totonicapan,Ignorado,Hombre,27,Mayor,Normal,Cabezal,Hino,Colisión,2011
30,Agosto,Martes,8,Chiquimula,Ignorado,Hombre,39,Mayor,Normal,Camión,Hino,Colisión,2011
11,Septiembre,Domingo,2,Escuintla,Ignorado,Hombre,33,Mayor,Normal,Camión,Hino,Colisión,2011
16,Septiembre,Viernes,22,Zacapa,Ignorado,Hombre,32,Mayor,Normal,Camión,Hino,Colisión,2011
2,Noviembre,Miercoles,12,Guatemala,18,Hombre,41,Mayor,Ignorado,Camión,Hino,Colisión,2011
2,Noviembre,Miercoles,15,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
4,Noviembre,Viernes,23,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Hino,Colisión,2011
9,Noviembre,Miercoles,20,Sacatepequez,Ignorado,Hombre,30,Mayor,Ignorado,Camión,Hino,Colisión,2011
11,Noviembre,Viernes,18,Guatemala,Ignorado,Hombre,29,Mayor,Normal,Camión,Hino,Empotro,2011
11,Noviembre,Viernes,23,Quetzaltenango,Ignorado,Hombre,37,Mayor,Ignorado,Camión,Hino,Colisión,2011
16,Noviembre,Miercoles,15,Sacatepequez,Ignorado,Hombre,39,Mayor,Normal,Camión,Hino,Colisión,2011
24,Noviembre,Jueves,1,Zacapa,Ignorado,Hombre,60,Mayor,Normal,Camión,Hino,Colisión,2011
29,Noviembre,Martes,9,Peten,Ignorado,Hombre,39,Mayor,Normal,Camión,Hino,Colisión,2011
2,Diciembre,Viernes,3,Solola,Ignorado,Hombre,Ignorado,Mayor,Ignorado,Camión,Hino,Volco,2011
18,Diciembre,Domingo,18,Guatemala,13,Hombre,34,Mayor,Ignorado,Bus urbano,Hino,Colisión,2011
18,Diciembre,Domingo,20,Quetzaltenango,3,Hombre,35,Mayor,Ignorado,Camión,Hino,Colisión,2011
10,Enero,Lunes,8,Escuintla,Ignorado,Hombre,61,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
11,Enero,Martes,22,Suchitepequez,Ignorado,Hombre,17,Menor,Ignorado,Motocicleta,Bajaj,Volco,2011
16,Enero,Domingo,10,Jutiapa,Ignorado,Hombre,21,Mayor,Ignorado,Mototaxi,Bajaj,Volco,2011
22,Enero,Sabado,22,Alta Verpaz,4,Hombre,22,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
23,Enero,Domingo,19,Guatemala,13,Hombre,22,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
24,Enero,Lunes,18,Escuintla,Ignorado,Hombre,24,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
26,Enero,Miercoles,20,Escuintla,Ignorado,Hombre,27,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
31,Enero,Lunes,20,Escuintla,Ignorado,Hombre,25,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
2,Febrero,Miercoles,22,Guatemala,Ignorado,Hombre,31,Mayor,Ignorado,Motocicleta,Bajaj,Empotro,2011
4,Febrero,Viernes,15,Jutiapa,Ignorado,Hombre,23,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
4,Febrero,Viernes,22,Izabal,Ignorado,Hombre,23,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
5,Febrero,Sabado,11,Escuintla,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
6,Febrero,Domingo,15,Santa Rosa,Ignorado,Hombre,20,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
8,Febrero,Martes,19,Retalhuleu,Ignorado,Hombre,39,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
12,Febrero,Sabado,17,Escuintla,Ignorado,Mujer,23,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
17,Febrero,Jueves,22,Suchitepequez,1,Hombre,29,Mayor,Ebrio,Mototaxi,Bajaj,Colisión,2011
19,Febrero,Sabado,2,Guatemala,12,Hombre,33,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
21,Febrero,Lunes,23,Zacapa,Ignorado,Hombre,52,Mayor,Ignorado,Motocicleta,Bajaj,Empotro,2011
23,Febrero,Miercoles,19,Guatemala,7,Hombre,34,Mayor,Ignorado,Motocicleta,Bajaj,Caida,2011
27,Febrero,Domingo,10,Guatemala,Ignorado,Hombre,30,Mayor,Ebrio,Motocicleta,Bajaj,Caida,2011
1,Marzo,Martes,22,Suchitepequez,Ignorado,Hombre,22,Mayor,Ebrio,Mototaxi,Bajaj,Volco,2011
8,Marzo,Martes,2,Sacatepequez,Ignorado,Hombre,22,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
9,Marzo,Miercoles,14,Guatemala,1,Hombre,20,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
9,Marzo,Miercoles,16,Peten,Ignorado,Hombre,31,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
11,Marzo,Viernes,18,Suchitepequez,1,Hombre,22,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
13,Marzo,Domingo,11,Quiche,Ignorado,Hombre,19,Mayor,Normal,Mototaxi,Bajaj,Volco,2011
16,Marzo,Miercoles,20,Suchitepequez,Ignorado,Hombre,22,Mayor,Ebrio,Mototaxi,Bajaj,Volco,2011
18,Marzo,Viernes,2,Chimaltenango,Ignorado,Hombre,22,Mayor,Ebrio,Mototaxi,Bajaj,Colisión,2011
24,Marzo,Jueves,20,Escuintla,Ignorado,Hombre,21,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
6,Abril,Miercoles,16,El Progreso,Ignorado,Hombre,25,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
10,Abril,Domingo,19,Escuintla,1,Hombre,31,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
14,Abril,Jueves,13,Suchitepequez,Ignorado,Hombre,20,Mayor,Normal,Motocicleta,Bajaj,Volco,2011
24,Abril,Domingo,8,Guatemala,1,Hombre,23,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
26,Abril,Martes,1,Guatemala,7,Hombre,23,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
3,Mayo,Martes,6,Quiche,Ignorado,Hombre,17,Menor,Ignorado,Mototaxi,Bajaj,Volco,2011
4,Mayo,Miercoles,5,Jutiapa,Ignorado,Hombre,35,Mayor,Ignorado,Motocicleta,Bajaj,Empotro,2011
7,Mayo,Sabado,15,Quetzaltenango,Ignorado,Hombre,18,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
11,Mayo,Miercoles,22,Sacatepequez,Ignorado,Hombre,26,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
13,Mayo,Viernes,17,Chiquimula,Ignorado,Hombre,25,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
21,Mayo,Sabado,20,Jutiapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Bajaj,Colisión,2011
22,Mayo,Domingo,3,Guatemala,18,Hombre,18,Mayor,Ebrio,Motocicleta,Bajaj,Empotro,2011
24,Mayo,Martes,15,Escuintla,Ignorado,Hombre,17,Menor,Normal,Mototaxi,Bajaj,Colisión,2011
26,Mayo,Jueves,14,Retalhuleu,Ignorado,Hombre,24,Mayor,Ignorado,Mototaxi,Bajaj,Volco,2011
1,Junio,Miercoles,12,Guatemala,11,Hombre,Ignorado,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
3,Junio,Viernes,11,Guatemala,1,Hombre,29,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
3,Junio,Viernes,20,Quetzaltenango,Ignorado,Hombre,47,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
5,Junio,Domingo,14,Quetzaltenango,Ignorado,Hombre,22,Mayor,Ignorado,Motocicleta,Bajaj,Volco,2011
10,Junio,Viernes,17,Guatemala,1,Hombre,23,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
11,Junio,Sabado,15,Guatemala,24,Hombre,25,Mayor,Normal,Mototaxi,Bajaj,Empotro,2011
17,Junio,Viernes,19,Jalapa,2,Hombre,20,Mayor,Ebrio,Motocicleta,Bajaj,Empotro,2011
25,Junio,Sabado,20,Retalhuleu,Ignorado,Hombre,21,Mayor,Ebrio,Mototaxi,Bajaj,Colisión,2011
4,Julio,Lunes,22,Quetzaltenango,Ignorado,Hombre,24,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
7,Julio,Jueves,15,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Bajaj,Colisión,2011
25,Julio,Lunes,3,Escuintla,Ignorado,Hombre,23,Mayor,Ignorado,Motocicleta,Bajaj,Volco,2011
30,Julio,Sabado,0,Sacatepequez,Ignorado,Mujer,38,Mayor,Ignorado,Motocicleta,Bajaj,Colisión,2011
1,Agosto,Lunes,14,Zacapa,Ignorado,Hombre,21,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
3,Agosto,Miercoles,8,Suchitepequez,1,Hombre,33,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
6,Agosto,Sabado,20,Santa Rosa,Ignorado,Hombre,44,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
7,Agosto,Domingo,9,Jutiapa,Ignorado,Hombre,21,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
7,Agosto,Domingo,18,Jalapa,2,Hombre,19,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
7,Agosto,Domingo,8,El Progreso,Ignorado,Hombre,33,Mayor,Normal,Mototaxi,Bajaj,Volco,2011
8,Agosto,Lunes,22,Quiche,Ignorado,Hombre,22,Mayor,Ebrio,Mototaxi,Bajaj,Volco,2011
9,Agosto,Martes,12,Peten,Ignorado,Hombre,24,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
12,Agosto,Viernes,17,Quetzaltenango,Ignorado,Hombre,25,Mayor,Ebrio,Motocicleta,Bajaj,Colisión,2011
23,Agosto,Martes,0,Retalhuleu,4,Hombre,18,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
15,Septiembre,Jueves,15,Peten,Ignorado,Hombre,36,Mayor,Ignorado,Mototaxi,Bajaj,Colisión,2011
17,Septiembre,Sabado,0,Guatemala,7,Hombre,26,Mayor,Ignorado,Motocicleta,Bajaj,Empotro,2011
17,Septiembre,Sabado,18,Escuintla,Ignorado,Hombre,33,Mayor,Ignorado,Motocicleta,Bajaj,Volco,2011
17,Septiembre,Sabado,17,El Progreso,Ignorado,Hombre,36,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
24,Septiembre,Sabado,19,Escuintla,Ignorado,Hombre,28,Mayor,Ebrio,Mototaxi,Bajaj,Empotro,2011
1,Octubre,Sabado,19,Suchitepequez,2,Hombre,33,Mayor,Ignorado,Mototaxi,Bajaj,Volco,2011
2,Octubre,Domingo,13,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Bajaj,Colisión,2011
2,Octubre,Domingo,13,Chimaltenango,Ignorado,Hombre,54,Mayor,Ebrio,Mototaxi,Bajaj,Colisión,2011
3,Octubre,Lunes,23,Chimaltenango,Ignorado,Hombre,19,Mayor,Ignorado,Mototaxi,Bajaj,Volco,2011
14,Octubre,Viernes,15,Jalapa,Ignorado,Hombre,33,Mayor,Ebrio,Mototaxi,Bajaj,Volco,2011
14,Octubre,Viernes,15,Peten,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,Bajaj,Caida,2011
15,Octubre,Sabado,11,Guatemala,6,Hombre,42,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
16,Octubre,Domingo,9,Zacapa,Ignorado,Hombre,17,Menor,Normal,Mototaxi,Bajaj,Volco,2011
18,Octubre,Martes,23,Chimaltenango,Ignorado,Hombre,23,Mayor,Normal,Motocicleta,Bajaj,Colisión,2011
25,Octubre,Martes,17,Suchitepequez,1,Hombre,28,Mayor,Normal,Mototaxi,Bajaj,Colisión,2011
30,Octubre,Domingo,19,Suchitepequez,2,Hombre,33,Mayor,Ignorado,Mototaxi,Bajaj,Volco,2011
4,Noviembre,Viernes,12,Escuintla,Ignorado,Hombre,19,Mayor,Ignorado,Motocicleta,Bajaj,Caida,2011
6,Noviembre,Domingo,16,Suchitepequez,Ignorado,Hombre,28,Mayor,Ebrio,Mototaxi,Bajaj,Empotro,2011
