mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,estado_con,tipo_veh,color_veh,modelo_veh,tipo_eve,year
Julio,Sabado,9,Huehuetenango,99,Hombre,999,No Ebrio,Pick-up,Ignorado,9999,Colision,2010
Julio,Sabado,9,Huehuetenango,99,Hombre,999,No Ebrio,Pick-up,Ignorado,9999,Colision,2010
Mayo,Sabado,9,Izabal,99,Ignorado,999,Ignorado,Camioneta,Ignorado,9999,Colision,2010
Mayo,Sabado,9,Izabal,99,Hombre,25,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Octubre,Miercoles,9,Zacapa,99,Mujer,30,Ignorado,Automovil,Ignorado,9999,Colision,2010
Octubre,Miercoles,9,Zacapa,99,Hombre,21,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Febrero,Miercoles,9,Retalhuleu,1,Hombre,26,Ignorado,Motocicleta,Ignorado,2004,Colision,2010
Febrero,Miercoles,9,Retalhuleu,1,Hombre,40,Ignorado,Automovil,Gris,2006,Colision,2010
Febrero,Miercoles,9,Retalhuleu,1,Mujer,25,Ignorado,Automovil,Ignorado,9999,Colision,2010
Marzo,Lunes,9,Guatemala,6,Mujer,35,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Marzo,Lunes,9,Guatemala,6,Hombre,54,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Junio,Jueves,9,Alta Verapaz,99,Hombre,28,No Ebrio,Pick-up,Negro,1993,Colision,2010
Junio,Jueves,9,Alta Verapaz,99,Hombre,21,No Ebrio,Mototaxi,Rojo,2009,Colision,2010
Marzo,Lunes,9,Solola,99,Hombre,46,Ignorado,Pick-up,Blanco,9999,Colision,2010
Marzo,Lunes,9,Solola,99,Hombre,22,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Julio,Viernes,9,San Marcos,99,Mujer,36,No Ebrio,Pick-up,Verde,2000,Colision,2010
Julio,Viernes,9,San Marcos,99,Hombre,20,No Ebrio,Motocicleta,Negro,2006,Colision,2010
Septiembre,Jueves,9,Guatemala,99,Hombre,24,No Ebrio,Camion,Amarillo,9999,Colision,2010
Febrero,Sabado,9,Peten,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Febrero,Sabado,9,Peten,99,Hombre,32,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Jueves,9,Chimaltenango,1,Ignorado,999,Ignorado,Automovil,Ignorado,1984,Colision,2010
Mayo,Jueves,9,Chimaltenango,1,Hombre,34,No Ebrio,Jeep,Blanco,2001,Colision,2010
Agosto,Domingo,9,El Progreso,99,Hombre,45,Ignorado,Cabezal,Rojo,1997,Colision,2010
Marzo,Viernes,9,Suchitepequez,99,Hombre,56,Ignorado,Cabezal,Verde,1976,Colision,2010
Marzo,Viernes,9,Suchitepequez,99,Hombre,28,Ignorado,Pick-up,Azul,2009,Colision,2010
Octubre,Jueves,9,Guatemala,6,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Octubre,Jueves,9,Guatemala,6,Hombre,30,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Agosto,Lunes,9,Sacatepequez,99,Hombre,27,No Ebrio,Bus extraurbano,Rojo,1987,Colision,2010
Agosto,Lunes,9,Sacatepequez,99,Ignorado,999,Ignorado,Bus extraurbano,Celeste,1993,Colision,2010
Marzo,Sabado,9,Baja Verapaz,99,Hombre,50,Ignorado,Automovil,Amarillo,1985,Colision,2010
Marzo,Sabado,9,Baja Verapaz,99,Hombre,25,Ignorado,Microbus,Blanco,2008,Colision,2010
Junio,Jueves,9,Guatemala,12,Mujer,34,No Ebrio,Automovil,Blanco,1998,Colision,2010
Junio,Jueves,9,Guatemala,12,Hombre,45,No Ebrio,Taxi,Blanco,9999,Colision,2010
Febrero,Miercoles,9,Chimaltenango,99,Ignorado,999,Ignorado,Camioneta,Ignorado,9999,Colision,2010
Febrero,Miercoles,9,Chimaltenango,99,Hombre,37,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Abril,Jueves,9,Guatemala,10,Hombre,22,No Ebrio,Camioneta,Negro,2009,Colision,2010
Abril,Jueves,9,Peten,99,Ignorado,999,Ignorado,Camion,Blanco,9999,Colision,2010
Abril,Jueves,9,Peten,99,Hombre,22,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Enero,Lunes,9,Quiche,99,Hombre,26,Ignorado,Motocicleta,Azul,2008,Colision,2010
Enero,Lunes,9,Quiche,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Septiembre,Martes,9,Suchitepequez,99,Hombre,22,No Ebrio,Motocicleta,Negro,2008,Colision,2010
Septiembre,Martes,9,Suchitepequez,99,Hombre,35,No Ebrio,Motocicleta,Rojo,2009,Colision,2010
Enero,Martes,9,Guatemala,12,Mujer,22,Ignorado,Automovil,Ignorado,9999,Colision,2010
Enero,Martes,9,Guatemala,12,Hombre,47,Ignorado,Automovil,Ignorado,9999,Colision,2010
Enero,Martes,9,Guatemala,12,Hombre,35,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Marzo,Domingo,9,Peten,99,Hombre,50,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Marzo,Domingo,9,Peten,99,Hombre,29,Ignorado,Motocicleta,Negro,9999,Colision,2010
Abril,Sabado,9,Retalhuleu,1,Hombre,21,No Ebrio,Camion,Blanco,1986,Colision,2010
Abril,Sabado,9,Retalhuleu,1,Hombre,36,No Ebrio,Camioneta,Corinto,1994,Colision,2010
Octubre,Viernes,9,Guatemala,1,Hombre,46,No Ebrio,Automovil,Beige,1997,Colision,2010
Octubre,Viernes,9,Guatemala,1,Hombre,31,No Ebrio,Pick-up,Negro,2009,Colision,2010
Abril,Domingo,9,Peten,99,Hombre,48,No Ebrio,Camioneta,Negro,1987,Colision,2010
Enero,Domingo,9,Peten,99,Hombre,40,Ignorado,Camion,Blanco,2000,Colision,2010
Enero,Domingo,9,Peten,99,Hombre,34,Ignorado,Pick-up,Corinto,9999,Colision,2010
Abril,Miercoles,9,Guatemala,99,Hombre,35,No Ebrio,Automovil,Blanco,1983,Colision,2010
Abril,Miercoles,9,Guatemala,99,Hombre,29,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Agosto,Sabado,9,Guatemala,9,Hombre,60,No Ebrio,Cabezal,Rojo,1992,Colision,2010
Febrero,Sabado,9,Alta Verapaz,99,Hombre,19,No Ebrio,Camion,Azul,1995,Colision,2010
Febrero,Sabado,9,Alta Verapaz,99,Hombre,24,No Ebrio,Camion,Blanco,2006,Colision,2010
Mayo,Sabado,9,Chimaltenango,99,Hombre,35,No Ebrio,Pick-up,Verde,2000,Colision,2010
Mayo,Sabado,9,Chimaltenango,99,Hombre,21,No Ebrio,Mototaxi,Rojo,2007,Colision,2010
Octubre,Miercoles,9,Guatemala,5,Hombre,36,Ignorado,Automovil,Negro,1997,Colision,2010
Octubre,Miercoles,9,Guatemala,5,Hombre,31,Ignorado,Automovil,Ignorado,9999,Colision,2010
Octubre,Miercoles,9,Quetzaltenango,99,Hombre,17,Ignorado,Pick-up,Azul,1995,Colision,2010
Octubre,Miercoles,9,Quetzaltenango,99,Hombre,40,Ignorado,Motocicleta,Amarillo,9999,Colision,2010
Octubre,Jueves,9,San Marcos,99,Hombre,35,Ignorado,Pick-up,Blanco,1981,Colision,2010
Octubre,Jueves,9,San Marcos,99,Hombre,35,Ignorado,Camion,Blanco,1984,Colision,2010
Marzo,Domingo,9,Jutiapa,6,Hombre,55,No Ebrio,Automovil,Gris,1982,Colision,2010
Marzo,Domingo,9,Jutiapa,6,Hombre,27,No Ebrio,Microbus,Rojo,1999,Colision,2010
Noviembre,Jueves,9,Guatemala,99,Hombre,38,Ignorado,Motocicleta,Azul,1998,Colision,2010
Noviembre,Jueves,9,Guatemala,99,Hombre,26,Ignorado,Automovil,Gris,2002,Colision,2010
Abril,Sabado,9,Guatemala,11,Ignorado,999,Ignorado,Bus extraurbano,Ignorado,9999,Colision,2010
Diciembre,Jueves,9,Guatemala,99,Hombre,27,Ignorado,Pick-up,Blanco,2004,Colision,2010
Diciembre,Jueves,9,Guatemala,99,Mujer,29,Ignorado,Automovil,Verde,9999,Colision,2010
Octubre,Domingo,9,Guatemala,1,Hombre,31,No Ebrio,Automovil,Corinto,1999,Colision,2010
Octubre,Domingo,9,Guatemala,1,Hombre,53,No Ebrio,Pick-up,Verde,2000,Colision,2010
Agosto,Miercoles,9,Retalhuleu,99,Hombre,26,No Ebrio,Camion,Ignorado,9999,Colision,2010
Octubre,Domingo,9,Escuintla,99,Hombre,999,Ignorado,Camion,Azul,2006,Colision,2010
Octubre,Domingo,9,Escuintla,99,Hombre,16,Ignorado,Motocicleta,Azul,2006,Colision,2010
Abril,Lunes,9,Huehuetenango,99,Hombre,26,No Ebrio,Bus urbano,Blanco,2007,Colision,2010
Abril,Lunes,9,Huehuetenango,99,Hombre,40,No Ebrio,Camion,Blanco,9999,Colision,2010
Noviembre,Martes,9,Jutiapa,99,Mujer,29,No Ebrio,Motocicleta,Azul,2007,Colision,2010
Noviembre,Martes,9,Jutiapa,99,Ignorado,999,No Ebrio,Automovil,Ignorado,9999,Colision,2010
Noviembre,Martes,9,Guatemala,7,Hombre,39,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Noviembre,Martes,9,Guatemala,7,Hombre,35,No Ebrio,Taxi,Ignorado,9999,Colision,2010
Julio,Miercoles,9,Guatemala,1,Hombre,999,No Ebrio,Pick-up,Negro,2009,Colision,2010
Julio,Miercoles,9,Guatemala,1,Hombre,33,No Ebrio,Camioneta,Gris,9999,Colision,2010
Julio,Miercoles,9,Peten,99,Hombre,29,No Ebrio,Pick-up,Rojo,1987,Colision,2010
Julio,Miercoles,9,Peten,99,Hombre,18,No Ebrio,Motocicleta,Gris,2008,Colision,2010
Diciembre,Viernes,9,Guatemala,1,Hombre,31,No Ebrio,Camioneta,Rojo,2004,Colision,2010
Diciembre,Viernes,9,Guatemala,1,Hombre,24,Ebrio,Camioneta,Blanco,2007,Colision,2010
Julio,Viernes,9,Quiche,99,Hombre,28,No Ebrio,Camion,Ignorado,9999,Colision,2010
Julio,Viernes,9,Quiche,99,Hombre,22,No Ebrio,Camion,Rojo,9999,Colision,2010
Julio,Sabado,9,Guatemala,17,Hombre,48,No Ebrio,Pick-up,Blanco,1995,Colision,2010
Julio,Sabado,9,Guatemala,17,Hombre,33,No Ebrio,Automovil,Gris,1995,Colision,2010
Febrero,Lunes,9,Chiquimula,99,Hombre,59,Ignorado,Motocicleta,Negro,9999,Caida,2010
Noviembre,Viernes,9,Guatemala,18,Hombre,28,Ignorado,Mototaxi,Rojo,2004,Vuelco,2010
Noviembre,Domingo,9,Alta Verapaz,9,Ignorado,999,Ignorado,Camioneta,Blanco,2007,Vuelco,2010
Junio,Viernes,9,Quiche,99,Hombre,999,No Ebrio,Pick-up,Rojo,9999,Caida,2010
Octubre,Domingo,9,Jalapa,99,Ignorado,999,Ignorado,Pick-up,Rojo,1989,Vuelco,2010
Abril,Miercoles,9,Quetzaltenango,99,Ignorado,999,Ignorado,Pick-up,Blanco,9999,Choque,2010
Mayo,Martes,9,Guatemala,1,Ignorado,999,Ignorado,Bus urbano,Ignorado,9999,Choque,2010
Agosto,Domingo,9,Totonicapan,99,Hombre,40,Ignorado,Pick-up,Rojo,1992,Caida,2010
Abril,Sabado,9,Solola,99,Hombre,45,No Ebrio,Cabezal,Azul,9999,Caida,2010
Diciembre,Jueves,9,Quiche,99,Hombre,58,Ebrio,Pick-up,Verde,1995,Choque,2010
Mayo,Miercoles,9,Peten,99,Ignorado,999,Ignorado,Microbus,Ignorado,9999,Caida,2010
Abril,Martes,9,Alta Verapaz,99,Ignorado,999,Ignorado,Pick-up,Corinto,9999,Vuelco,2010
Mayo,Jueves,9,Chimaltenango,99,Hombre,34,Ignorado,Pick-up,Rojo,9999,Choque,2010
Noviembre,Lunes,9,Chiquimula,99,Hombre,65,No Ebrio,Pick-up,Beige,1982,Vuelco,2010
Mayo,Sabado,9,Suchitepequez,99,Hombre,59,No Ebrio,Pick-up,Blanco,9999,Vuelco,2010
Noviembre,Miercoles,9,San Marcos,99,Ignorado,999,No Ebrio,Pick-up,Cafe,9999,Vuelco,2010
Mayo,Jueves,9,Guatemala,24,Hombre,15,No Ebrio,Mototaxi,Rojo,9999,Vuelco,2010
Agosto,Martes,9,Quiche,99,Hombre,18,No Ebrio,Pick-up,Blanco,9999,Colision,2010
Diciembre,Domingo,9,Solola,99,Hombre,20,No Ebrio,Mototaxi,Rojo,9999,Vuelco,2010
Agosto,Jueves,9,Santa Rosa,99,Hombre,42,No Ebrio,Cabezal,Blanco,1995,Colision,2010
Agosto,Jueves,9,Santa Rosa,99,Hombre,29,No Ebrio,Pick-up,Azul,1995,Colision,2010
Septiembre,Miercoles,9,Alta Verapaz,99,Hombre,27,No Ebrio,Camion,Azul,2008,Choque,2010
Abril,Miercoles,9,Izabal,99,Hombre,32,No Ebrio,Automovil,Gris,9999,Caida,2010
Septiembre,Jueves,9,Guatemala,8,Mujer,50,Ignorado,Bus extraurbano,Rojo,9999,Choque,2010
Agosto,Lunes,9,Alta Verapaz,99,Hombre,50,No Ebrio,Automovil,Ignorado,9999,Caida,2010
Agosto,Domingo,10,Guatemala,1,Hombre,22,No Ebrio,Bus urbano,Rojo,1985,Colision,2010
Agosto,Domingo,10,Guatemala,1,Hombre,42,No Ebrio,Bus urbano,Rojo,1998,Colision,2010
Noviembre,Lunes,10,Escuintla,99,Hombre,27,Ebrio,Automovil,Gris,1994,Colision,2010
Noviembre,Lunes,10,Escuintla,99,Mujer,67,Ignorado,Automovil,Azul,2006,Colision,2010
Marzo,Lunes,10,Retalhuleu,99,Hombre,52,Ignorado,Cabezal,Blanco,1992,Colision,2010
Marzo,Lunes,10,Retalhuleu,99,Hombre,40,Ignorado,Pick-up,Beige,2006,Colision,2010
Mayo,Sabado,10,Guatemala,10,Mujer,58,No Ebrio,Camioneta,Blanco,1996,Colision,2010
Mayo,Sabado,10,Guatemala,10,Hombre,57,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Agosto,Domingo,10,Peten,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Agosto,Domingo,10,Peten,99,Hombre,19,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Septiembre,Jueves,10,San Marcos,99,Hombre,27,No Ebrio,Ignorado,Ignorado,9999,Colision,2010
Septiembre,Jueves,10,San Marcos,99,Hombre,40,No Ebrio,Bus urbano,Rojo,9999,Colision,2010
Diciembre,Viernes,10,Guatemala,10,Ignorado,999,Ignorado,Automovil,Beige,9999,Colision,2010
Febrero,Viernes,10,Guatemala,99,Hombre,52,Ebrio,Automovil,Blanco,2007,Colision,2010
Febrero,Viernes,10,Guatemala,99,Hombre,34,Ignorado,Motocicleta,Negro,2008,Colision,2010
Abril,Jueves,10,Huehuetenango,99,Hombre,41,No Ebrio,Ignorado,Negro,1990,Colision,2010
Abril,Jueves,10,Huehuetenango,99,Ignorado,999,Ignorado,Pick-up,Blanco,9999,Colision,2010
Octubre,Lunes,10,Guatemala,5,Hombre,43,No Ebrio,Automovil,Azul,2003,Colision,2010
Octubre,Lunes,10,Guatemala,5,Hombre,29,No Ebrio,Pick-up,Negro,9999,Colision,2010
Febrero,Sabado,10,Guatemala,7,Hombre,25,Ignorado,Automovil,Negro,1987,Colision,2010
Febrero,Sabado,10,Guatemala,7,Hombre,36,Ignorado,Automovil,Ignorado,9999,Colision,2010
Febrero,Sabado,10,Guatemala,7,Hombre,21,Ignorado,Automovil,Negro,9999,Colision,2010
Noviembre,Martes,10,Suchitepequez,99,Hombre,36,No Ebrio,Automovil,Amarillo,1989,Colision,2010
Noviembre,Martes,10,Suchitepequez,99,Hombre,42,Ebrio,Automovil,Negro,1993,Colision,2010
Febrero,Sabado,10,El Progreso,99,Hombre,41,No Ebrio,Cabezal,Ignorado,9999,Colision,2010
Junio,Jueves,10,Quiche,4,Hombre,38,No Ebrio,Pick-up,Verde,1981,Colision,2010
Junio,Jueves,10,Quiche,4,Mujer,15,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Mayo,Domingo,10,Jalapa,99,Ignorado,999,Ignorado,Microbus,Rojo,2008,Colision,2010
Mayo,Domingo,10,Jalapa,99,Hombre,999,No Ebrio,Microbus,Rojo,2009,Colision,2010
Noviembre,Jueves,10,Guatemala,12,Hombre,32,Ignorado,Motocicleta,Blanco,9999,Colision,2010
Noviembre,Jueves,10,Guatemala,12,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Noviembre,Jueves,10,Santa Rosa,99,Hombre,42,Ebrio,Pick-up,Blanco,1980,Colision,2010
Noviembre,Jueves,10,Santa Rosa,99,Mujer,25,No Ebrio,Motocicleta,Amarillo,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,32,Ignorado,Cabezal,Blanco,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,27,Ignorado,Camion,Blanco,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,34,Ignorado,Camion,Blanco,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,27,Ignorado,Bus extraurbano,Verde,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,28,Ignorado,Camioneta,Verde,9999,Colision,2010
Octubre,Miercoles,10,Guatemala,12,Hombre,37,Ignorado,Pick-up,Verde,9999,Colision,2010
Julio,Lunes,10,San Marcos,99,Hombre,28,No Ebrio,Pick-up,Verde,1997,Colision,2010
Julio,Lunes,10,San Marcos,99,Hombre,34,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Enero,Jueves,10,Guatemala,8,Hombre,31,Ignorado,Panel,Blanco,2009,Colision,2010
Enero,Jueves,10,Guatemala,8,Hombre,35,Ignorado,Pick-up,Celeste,9999,Colision,2010
Octubre,Jueves,10,Totonicapan,7,Hombre,26,Ignorado,Pick-up,Morado,1995,Colision,2010
Octubre,Jueves,10,Totonicapan,7,Hombre,41,Ignorado,Pick-up,Corinto,2000,Colision,2010
Mayo,Miercoles,10,El Progreso,99,Hombre,39,No Ebrio,Automovil,Gris,2000,Colision,2010
Mayo,Miercoles,10,El Progreso,99,Hombre,26,No Ebrio,Cabezal,Azul,2008,Colision,2010
Diciembre,Miercoles,10,Guatemala,1,Hombre,31,Ignorado,Automovil,Negro,1997,Colision,2010
Diciembre,Miercoles,10,Guatemala,1,Hombre,35,Ignorado,Pick-up,Azul,2007,Colision,2010
Octubre,Sabado,10,Guatemala,99,Hombre,21,No Ebrio,Motocicleta,Rojo,2007,Colision,2010
Octubre,Sabado,10,Guatemala,99,Hombre,31,No Ebrio,Panel,Blanco,9999,Colision,2010
Abril,Domingo,10,Guatemala,11,Hombre,51,No Ebrio,Camioneta,Blanco,2002,Colision,2010
Abril,Domingo,10,Guatemala,11,Hombre,31,No Ebrio,Taxi,Blanco,9999,Colision,2010
Abril,Domingo,10,Guatemala,11,Ignorado,999,Ignorado,Bus extraurbano,Rojo,9999,Colision,2010
Marzo,Martes,10,Santa Rosa,99,Mujer,28,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Marzo,Martes,10,Santa Rosa,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Mayo,Jueves,10,Santa Rosa,99,Ignorado,999,Ignorado,Camion,Ignorado,9999,Colision,2010
Julio,Viernes,10,Guatemala,13,Mujer,999,No Ebrio,Automovil,Gris,1994,Colision,2010
Julio,Viernes,10,Guatemala,13,Hombre,25,No Ebrio,Automovil,Verde,2000,Colision,2010
Noviembre,Jueves,10,Guatemala,12,Hombre,50,Ignorado,Motocicleta,Beige,9999,Colision,2010
Noviembre,Jueves,10,Guatemala,12,Hombre,64,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Febrero,Domingo,10,Guatemala,99,Hombre,19,Ignorado,Pick-up,Negro,1996,Colision,2010
Febrero,Domingo,10,Guatemala,99,Hombre,28,Ignorado,Motocicleta,Azul,9999,Colision,2010
Septiembre,Viernes,10,Solola,99,Ignorado,999,Ignorado,Pick-up,Azul,9999,Colision,2010
Septiembre,Viernes,10,Solola,99,Hombre,50,No Ebrio,Camioneta,Blanco,9999,Colision,2010
Junio,Jueves,10,Guatemala,6,Ignorado,999,Ignorado,Camion,Rojo,1981,Colision,2010
Junio,Jueves,10,Guatemala,6,Hombre,31,No Ebrio,Bus urbano,Rojo,9999,Colision,2010
Marzo,Domingo,10,Jutiapa,99,Hombre,23,Ignorado,Pick-up,Cafe,1987,Colision,2010
Marzo,Domingo,10,Jutiapa,99,Hombre,33,Ignorado,Motocicleta,Azul,9999,Colision,2010
Enero,Lunes,10,Santa Rosa,99,Hombre,999,Ignorado,Ignorado,Negro,9999,Colision,2010
Enero,Lunes,10,Santa Rosa,99,Hombre,88,Ignorado,Pick-up,Negro,9999,Colision,2010
Abril,Sabado,10,Guatemala,99,Hombre,46,No Ebrio,Camion,Anaranjado,1998,Colision,2010
Noviembre,Viernes,10,Peten,99,Hombre,19,No Ebrio,Pick-up,Gris,1998,Colision,2010
Noviembre,Viernes,10,Peten,99,Hombre,41,No Ebrio,Microbus,Azul,2008,Colision,2010
Mayo,Sabado,10,Peten,99,Hombre,15,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Sabado,10,Peten,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Febrero,Miercoles,10,Jalapa,99,Hombre,24,Ignorado,Pick-up,Gris,9999,Colision,2010
Febrero,Miercoles,10,Jalapa,99,Hombre,45,Ignorado,Pick-up,Rojo,9999,Colision,2010
Agosto,Miercoles,10,Escuintla,99,Ignorado,999,Ignorado,Camioneta,Azul,1999,Colision,2010
Agosto,Miercoles,10,Escuintla,99,Ignorado,999,Ignorado,Camion,Blanco,9999,Colision,2010
Diciembre,Viernes,10,Chimaltenango,99,Hombre,21,No Ebrio,Pick-up,Azul,1984,Colision,2010
Junio,Viernes,10,Jutiapa,99,Hombre,28,No Ebrio,Microbus,Blanco,2009,Colision,2010
Octubre,Domingo,10,Escuintla,99,Hombre,63,No Ebrio,Pick-up,Negro,1994,Colision,2010
Octubre,Domingo,10,Escuintla,99,Hombre,27,Ignorado,Motocicleta,Rojo,2010,Colision,2010
Abril,Martes,10,Jalapa,2,Hombre,37,No Ebrio,Mototaxi,Rojo,2004,Colision,2010
Abril,Martes,10,Jalapa,2,Ignorado,999,Ignorado,Camioneta,Ignorado,9999,Colision,2010
Enero,Martes,10,Santa Rosa,99,Hombre,53,No Ebrio,Pick-up,Corinto,9999,Colision,2010
Octubre,Domingo,10,Sacatepequez,99,Hombre,29,Ignorado,Automovil,Negro,1999,Colision,2010
Enero,Jueves,10,Escuintla,99,Hombre,40,No Ebrio,Camion,Amarillo,9999,Colision,2010
Julio,Martes,10,Solola,99,Hombre,32,No Ebrio,Camion,Ignorado,9999,Colision,2010
Julio,Martes,10,Solola,99,Hombre,55,No Ebrio,Ignorado,Ignorado,9999,Colision,2010
Julio,Miercoles,10,Quiche,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Julio,Miercoles,10,Quiche,99,Hombre,30,Ignorado,Pick-up,Anaranjado,9999,Colision,2010
Agosto,Sabado,10,Totonicapan,99,Hombre,24,Ignorado,Motocicleta,Negro,9999,Colision,2010
Agosto,Sabado,10,Totonicapan,99,Ignorado,999,Ignorado,Pick-up,Rojo,9999,Colision,2010
Mayo,Domingo,10,Chimaltenango,99,Hombre,21,No Ebrio,Microbus,Anaranjado,1991,Colision,2010
Noviembre,Miercoles,10,Guatemala,99,Mujer,20,No Ebrio,Automovil,Gris,1985,Colision,2010
Noviembre,Miercoles,10,Guatemala,99,Hombre,18,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Diciembre,Martes,10,Jutiapa,99,Hombre,28,No Ebrio,Pick-up,Beige,9999,Colision,2010
Diciembre,Martes,10,Jutiapa,99,Hombre,31,No Ebrio,Camioneta,Blanco,9999,Colision,2010
Septiembre,Miercoles,10,Sacatepequez,99,Ignorado,999,Ignorado,Cabezal,Ignorado,9999,Colision,2010
Septiembre,Miercoles,10,Sacatepequez,99,Hombre,28,No Ebrio,Camion,Ignorado,9999,Colision,2010
Diciembre,Martes,10,Escuintla,99,Ignorado,999,Ignorado,Pick-up,Azul,9999,Colision,2010
Diciembre,Jueves,10,El Progreso,99,Hombre,34,No Ebrio,Automovil,Azul,1987,Colision,2010
Diciembre,Jueves,10,El Progreso,99,Hombre,20,No Ebrio,Camion,Blanco,2003,Colision,2010
Agosto,Martes,10,Quetzaltenango,99,Hombre,23,No Ebrio,Microbus,Negro,2005,Colision,2010
Agosto,Martes,10,Quetzaltenango,99,Hombre,27,No Ebrio,Motocicleta,Rojo,2008,Colision,2010
Octubre,Domingo,10,Guatemala,7,Ignorado,999,Ignorado,Pick-up,Beige,1979,Colision,2010
Octubre,Domingo,10,Guatemala,7,Hombre,27,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Octubre,Domingo,10,Suchitepequez,99,Hombre,17,Ignorado,Camion,Blanco,9999,Colision,2010
Octubre,Domingo,10,Suchitepequez,99,Mujer,24,Ignorado,Pick-up,Verde,9999,Colision,2010
Marzo,Miercoles,10,Izabal,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Marzo,Miercoles,10,Izabal,99,Hombre,40,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Abril,Lunes,10,Chiquimula,99,Mujer,53,Ignorado,Automovil,Gris,2002,Colision,2010
Abril,Lunes,10,Chiquimula,99,Ignorado,999,Ignorado,Automovil,Verde,9999,Colision,2010
Noviembre,Lunes,10,Quiche,99,Hombre,999,No Ebrio,Bus extraurbano,Blanco,1986,Colision,2010
Noviembre,Lunes,10,Quiche,99,Hombre,25,No Ebrio,Pick-up,Rojo,1986,Colision,2010
Marzo,Sabado,10,Jalapa,1,Hombre,49,No Ebrio,Camion,Blanco,1993,Colision,2010
Marzo,Sabado,10,Jalapa,1,Mujer,21,No Ebrio,Motocicleta,Rojo,2001,Colision,2010
Agosto,Lunes,10,Guatemala,5,Hombre,28,No Ebrio,Motocicleta,Blanco,9999,Colision,2010
Agosto,Lunes,10,Guatemala,5,Ignorado,999,Ignorado,Automovil,Celeste,9999,Colision,2010
Marzo,Sabado,10,Alta Verapaz,99,Hombre,29,No Ebrio,Microbus,Blanco,9999,Colision,2010
Marzo,Sabado,10,Alta Verapaz,99,Hombre,20,No Ebrio,Pick-up,Corinto,9999,Colision,2010
Diciembre,Jueves,10,Huehuetenango,99,Hombre,34,Ignorado,Pick-up,Beige,1985,Colision,2010
Diciembre,Jueves,10,Huehuetenango,99,Hombre,34,Ignorado,Cabezal,Amarillo,1999,Colision,2010
Abril,Martes,10,Guatemala,6,Hombre,26,No Ebrio,Microbus,Azul,9999,Colision,2010
Abril,Martes,10,Guatemala,6,Hombre,39,No Ebrio,Bus urbano,Rojo,9999,Colision,2010
Julio,Viernes,10,Guatemala,6,Ignorado,999,Ignorado,Camion,Rojo,9999,Colision,2010
Marzo,Miercoles,10,Suchitepequez,99,Hombre,41,No Ebrio,Pick-up,Beige,9999,Colision,2010
Marzo,Miercoles,10,Suchitepequez,99,Hombre,17,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Julio,Sabado,10,San Marcos,99,Ignorado,999,Ignorado,Microbus,Ignorado,9999,Vuelco,2010
Agosto,Lunes,10,Huehuetenango,99,Ignorado,999,Ignorado,Pick-up,Azul,9999,Vuelco,2010
Febrero,Miercoles,10,Santa Rosa,99,Hombre,42,Ignorado,Camion,Ignorado,9999,Choque,2010
