dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,tipo_vehi,causa_acc,marca_vehi,estado_pil,year
30,Noviembre,Sabado,20,Guatemala,4,Hombre,21,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
30,Noviembre,Sabado,7,Guatemala,9,Hombre,39,Mayor,Pick up,COLISION,Hyundai,IGNORADO,2013
30,Noviembre,Sabado,7,Guatemala,9,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
30,Noviembre,Sabado,10,Guatemala,19,Hombre,43,Mayor,Bus urbano,COLISION,Mercedes benz,IGNORADO,2013
30,Noviembre,Sabado,10,Guatemala,19,Hombre,21,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
30,Noviembre,Sabado,11,Santa Rosa,Ignorado,Hombre,Ignorado,Mayor,Bus urbano,CHOQUE,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,0,Guatemala,6,Mujer,20,Mayor,Camioneta,COLISION,Nissan_duplicated_37,EBRIO,2013
1,Diciembre,Domingo,0,Guatemala,6,Hombre,32,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
1,Diciembre,Domingo,7,Guatemala,16,Hombre,24,Mayor,Panel,CHOQUE,Mitsubishi,IGNORADO,2013
1,Diciembre,Domingo,15,Guatemala,Ignorado,Hombre,21,Mayor,Automovil,COLISION,Volkwagen,IGNORADO,2013
1,Diciembre,Domingo,15,Guatemala,Ignorado,Mujer,25,Mayor,Automovil,COLISION,Kia,IGNORADO,2013
1,Diciembre,Domingo,11,Guatemala,3,Hombre,32,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
1,Diciembre,Domingo,11,Guatemala,3,Mujer,53,Mayor,Bus urbano,COLISION,Mercedes benz,NORMAL,2013
1,Diciembre,Domingo,8,San Marcos,Ignorado,Hombre,48,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
1,Diciembre,Domingo,8,San Marcos,Ignorado,Hombre,29,Mayor,Microbus,COLISION,Nissan_duplicated_37,NORMAL,2013
1,Diciembre,Domingo,17,Chimaltenango,Ignorado,Hombre,49,Mayor,Motocicleta,COLISION,Ignorado,EBRIO,2013
1,Diciembre,Domingo,7,Santa Rosa,Ignorado,Ignorado,Ignorado,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
1,Diciembre,Domingo,7,Santa Rosa,Ignorado,Hombre,22,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
1,Diciembre,Domingo,21,Santa Rosa,Ignorado,Ignorado,Ignorado,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,21,Santa Rosa,Ignorado,Hombre,30,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,2,Retalhuleu,Ignorado,Hombre,25,Mayor,Pick up,CHOQUE,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,0,Huehuetenango,Ignorado,Ignorado,Ignorado,Mayor,Pick up,VUELCO,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,0,Zacapa,Ignorado,Hombre,28,Mayor,Automovil,CHOQUE,Toyota,IGNORADO,2013
1,Diciembre,Domingo,2,Zacapa,Ignorado,Hombre,34,Mayor,Automovil,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,2,Zacapa,Ignorado,Hombre,34,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
1,Diciembre,Domingo,20,Zacapa,Ignorado,Hombre,25,Mayor,Motocicleta,CHOQUE,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,1,Escuintla,Ignorado,Hombre,69,Mayor,Camioneta,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,1,Escuintla,Ignorado,Hombre,40,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,20,Santa Rosa,Ignorado,Hombre,26,Mayor,Pick up,CHOQUE,Toyota,IGNORADO,2013
1,Diciembre,Domingo,15,Santa Rosa,Ignorado,Hombre,52,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
1,Diciembre,Domingo,15,Santa Rosa,Ignorado,Hombre,17,Menor,Bicicleta,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,15,Santa Rosa,Ignorado,Ignorado,Ignorado,Mayor,Pick up,VUELCO,Toyota,IGNORADO,2013
1,Diciembre,Domingo,1,Retalhuleu,Ignorado,Hombre,Ignorado,Mayor,Pick up,VUELCO,Toyota,IGNORADO,2013
1,Diciembre,Domingo,10,San Marcos,Ignorado,Hombre,31,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
1,Diciembre,Domingo,10,San Marcos,Ignorado,Mujer,Ignorado,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
1,Diciembre,Domingo,15,Huehuetenango,Ignorado,Hombre,26,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
1,Diciembre,Domingo,15,Huehuetenango,Ignorado,Hombre,26,Mayor,Microbus,COLISION,Kia,IGNORADO,2013
1,Diciembre,Domingo,20,Baja Verapaz,Ignorado,Hombre,36,Mayor,Cabezal,COLISION,International,IGNORADO,2013
1,Diciembre,Domingo,20,Baja Verapaz,Ignorado,Hombre,28,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,7,Petén,Ignorado,Hombre,37,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
1,Diciembre,Domingo,7,Petén,Ignorado,Hombre,18,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
2,Diciembre,Lunes,19,Guatemala,6,Hombre,37,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
2,Diciembre,Lunes,19,Guatemala,6,Hombre,38,Mayor,Automovil,COLISION,Bmw,IGNORADO,2013
2,Diciembre,Lunes,22,Guatemala,12,Hombre,22,Mayor,Automovil,COLISION,Volkwagen,IGNORADO,2013
2,Diciembre,Lunes,22,Guatemala,12,Hombre,Ignorado,Ignorado,Automovil,COLISION,Mitsubishi,IGNORADO,2013
2,Diciembre,Lunes,3,Guatemala,5,Hombre,43,Mayor,Automovil,CHOQUE,Honda,IGNORADO,2013
2,Diciembre,Lunes,19,Escuintla,Ignorado,Hombre,32,Mayor,Automovil,COLISION,Honda,IGNORADO,2013
2,Diciembre,Lunes,19,Escuintla,Ignorado,Hombre,39,Mayor,Motocicleta,COLISION,Movesa,IGNORADO,2013
2,Diciembre,Lunes,23,Escuintla,Ignorado,Hombre,35,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
2,Diciembre,Lunes,23,Escuintla,Ignorado,Hombre,Ignorado,Ignorado,Furgon,COLISION,Ignorado,IGNORADO,2013
2,Diciembre,Lunes,0,Retalhuleu,Ignorado,Hombre,38,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
2,Diciembre,Lunes,0,Retalhuleu,Ignorado,Hombre,18,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
2,Diciembre,Lunes,2,Quetzaltenango,Ignorado,Hombre,27,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
2,Diciembre,Lunes,2,Quetzaltenango,Ignorado,Hombre,28,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
2,Diciembre,Lunes,18,Alta Verapaz,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
2,Diciembre,Lunes,18,Alta Verapaz,Ignorado,Hombre,46,Mayor,Camioneta,COLISION,Ford,IGNORADO,2013
3,Diciembre,Martes,21,Guatemala,2,Hombre,30,Mayor,Pick up,COLISION,Mazda,IGNORADO,2013
3,Diciembre,Martes,21,Guatemala,2,Hombre,36,Mayor,Automovil,COLISION,Nissan_duplicated_37,IGNORADO,2013
3,Diciembre,Martes,23,Guatemala,1,Mujer,50,Mayor,Automovil,COLISION,Ignorado,IGNORADO,2013
3,Diciembre,Martes,23,Guatemala,1,Hombre,23,Mayor,Automovil,COLISION,Hyundai,IGNORADO,2013
3,Diciembre,Martes,11,Guatemala,9,Hombre,60,Mayor,Pick up,COLISION,Isuzu,IGNORADO,2013
3,Diciembre,Martes,11,Guatemala,9,Hombre,58,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
3,Diciembre,Martes,18,Guatemala,6,Mujer,41,Mayor,Microbus,COLISION,Ford,IGNORADO,2013
3,Diciembre,Martes,18,Guatemala,6,Hombre,19,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
3,Diciembre,Martes,20,Guatemala,4,Mujer,64,Mayor,Automovil,COLISION,Nissan_duplicated_37,IGNORADO,2013
3,Diciembre,Martes,20,Guatemala,4,Hombre,28,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
3,Diciembre,Martes,6,Chiquimula,Ignorado,Hombre,47,Mayor,Pick up,VUELCO,Toyota,IGNORADO,2013
3,Diciembre,Martes,18,Quetzaltenango,Ignorado,Hombre,42,Mayor,Ignorado,COLISION,Ignorado,IGNORADO,2013
3,Diciembre,Martes,18,Quetzaltenango,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Volkwagen,IGNORADO,2013
3,Diciembre,Martes,21,Quiché,Ignorado,Hombre,33,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
3,Diciembre,Martes,21,Quiché,Ignorado,Hombre,21,Mayor,Panel,COLISION,Chevrolet,IGNORADO,2013
3,Diciembre,Martes,17,Solola,Ignorado,Hombre,Ignorado,Mayor,Pick up,VUELCO,Isuzu,IGNORADO,2013
4,Diciembre,Miercoles,1,Guatemala,10,Hombre,33,Mayor,Automovil,COLISION,Volkwagen,IGNORADO,2013
4,Diciembre,Miercoles,1,Guatemala,10,Hombre,34,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
4,Diciembre,Miercoles,6,Guatemala,Ignorado,Hombre,23,Mayor,Motocicleta,CHOQUE,Ignorado,IGNORADO,2013
4,Diciembre,Miercoles,11,Jutiapa,Ignorado,Hombre,51,Mayor,Camión,COLISION,Gmc,IGNORADO,2013
4,Diciembre,Miercoles,11,Jutiapa,Ignorado,Hombre,Ignorado,Mayor,Cabezal,COLISION,Freightliner,IGNORADO,2013
4,Diciembre,Miercoles,19,Quetzaltenango,3,Hombre,47,Mayor,Pick up,CHOQUE,Toyota,IGNORADO,2013
4,Diciembre,Miercoles,19,Quiché,Ignorado,Hombre,60,Mayor,Pick up,CHOQUE,Toyota,IGNORADO,2013
5,Diciembre,Jueves,0,Guatemala,4,Hombre,21,Mayor,Pick up,CHOQUE,Toyota,EBRIO,2013
5,Diciembre,Jueves,18,Jutiapa,Ignorado,Hombre,25,Mayor,Motocicleta,CHOQUE,Ignorado,NORMAL,2013
5,Diciembre,Jueves,8,Chiquimula,Ignorado,Hombre,36,Mayor,Pick up,COLISION,Isuzu,NORMAL,2013
5,Diciembre,Jueves,8,Chiquimula,Ignorado,Mujer,38,Mayor,Motocicleta,COLISION,Kymco,NORMAL,2013
5,Diciembre,Jueves,0,Suchitepéquez,Ignorado,Hombre,28,Mayor,Automovil,CHOQUE,Honda,NORMAL,2013
5,Diciembre,Jueves,18,Quetzaltenango,Ignorado,Hombre,34,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
5,Diciembre,Jueves,18,Quetzaltenango,Ignorado,Hombre,51,Mayor,Motocicleta,COLISION,Honda,NORMAL,2013
5,Diciembre,Jueves,21,Huehuetenango,11,Hombre,51,Mayor,Camioneta,COLISION,Toyota,EBRIO,2013
5,Diciembre,Jueves,21,Huehuetenango,11,Hombre,30,Mayor,Automovil,COLISION,Ignorado,NORMAL,2013
5,Diciembre,Jueves,9,Izabal,Ignorado,Hombre,60,Mayor,Pick up,COLISION,Ignorado,NORMAL,2013
6,Diciembre,Viernes,0,Guatemala,1,Hombre,30,Mayor,Automovil,COLISION,Nissan_duplicated_37,NORMAL,2013
6,Diciembre,Viernes,0,Guatemala,1,Hombre,42,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
6,Diciembre,Viernes,13,Guatemala,2,Hombre,64,Mayor,Automovil,COLISION,Mazda,EBRIO,2013
6,Diciembre,Viernes,13,Guatemala,2,Ignorado,Ignorado,Mayor,Automovil,COLISION,Toyota,EBRIO,2013
6,Diciembre,Viernes,22,Guatemala,6,Hombre,47,Mayor,Camioneta,COLISION,Kia,EBRIO,2013
6,Diciembre,Viernes,22,Guatemala,6,Hombre,27,Mayor,Automovil,COLISION,Volkwagen,NORMAL,2013
6,Diciembre,Viernes,22,Guatemala,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Toyota,EBRIO,2013
6,Diciembre,Viernes,22,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Camioneta,COLISION,Toyota,NORMAL,2013
6,Diciembre,Viernes,22,Guatemala,Ignorado,Hombre,Ignorado,Mayor,Automovil,COLISION,Mazda,NORMAL,2013
6,Diciembre,Viernes,20,Guatemala,Ignorado,Hombre,20,Mayor,Automovil,CHOQUE,Mazda,NORMAL,2013
6,Diciembre,Viernes,16,Jalapa,Ignorado,Ignorado,Ignorado,Mayor,Pick up,CHOQUE,Ignorado,IGNORADO,2013
6,Diciembre,Viernes,0,Zacapa,Ignorado,Hombre,46,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
6,Diciembre,Viernes,0,Zacapa,Ignorado,Hombre,55,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
6,Diciembre,Viernes,16,Escuintla,Ignorado,Hombre,66,Mayor,Pick up,COLISION,Nissan_duplicated_37,IGNORADO,2013
6,Diciembre,Viernes,16,Escuintla,Ignorado,Hombre,37,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
6,Diciembre,Viernes,22,Quetzaltenango,1,Hombre,47,Mayor,Camioneta,CHOQUE,Isuzu,EBRIO,2013
6,Diciembre,Viernes,11,Quetzaltenango,Ignorado,Hombre,40,Mayor,Microbus,COLISION,Toyota,IGNORADO,2013
6,Diciembre,Viernes,11,Quetzaltenango,Ignorado,Hombre,18,Mayor,Camioneta,COLISION,Toyota,IGNORADO,2013
6,Diciembre,Viernes,10,San Marcos,Ignorado,Hombre,45,Mayor,Pick up,CHOQUE,Nissan_duplicated_37,IGNORADO,2013
6,Diciembre,Viernes,14,Alta Verapaz,Ignorado,Hombre,20,Mayor,Motocicleta,CHOQUE,Nissan_duplicated_37,IGNORADO,2013
6,Diciembre,Viernes,19,El Progreso,Ignorado,Hombre,21,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
6,Diciembre,Viernes,19,El Progreso,Ignorado,Hombre,36,Mayor,Motocicleta,COLISION,Kymco,IGNORADO,2013
6,Diciembre,Viernes,19,Izabal,Ignorado,Hombre,37,Mayor,Camioneta,COLISION,Toyota,IGNORADO,2013
6,Diciembre,Viernes,19,Izabal,Ignorado,Hombre,52,Mayor,Cabezal,COLISION,International,IGNORADO,2013
6,Diciembre,Viernes,17,Sacatepéquez,Ignorado,Hombre,30,Mayor,Camión,COLISION,Ignorado,IGNORADO,2013
6,Diciembre,Viernes,17,Sacatepéquez,Ignorado,Hombre,30,Mayor,Camión,COLISION,Kia,IGNORADO,2013
6,Diciembre,Viernes,17,Sacatepéquez,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,COLISION,International,IGNORADO,2013
6,Diciembre,Viernes,17,Sacatepéquez,Ignorado,Hombre,41,Mayor,Bus urbano,COLISION,Ignorado,IGNORADO,2013
6,Diciembre,Viernes,9,Guatemala,7,Hombre,26,Mayor,Automovil,COLISION,Honda,IGNORADO,2013
6,Diciembre,Viernes,9,Guatemala,7,Hombre,32,Mayor,Motocicleta,COLISION,Subaru,IGNORADO,2013
7,Diciembre,Sabado,4,Guatemala,1,Hombre,31,Mayor,Automovil,COLISION,Toyota,EBRIO,2013
7,Diciembre,Sabado,4,Guatemala,1,Hombre,30,Mayor,Microbus,COLISION,Toyota,NORMAL,2013
7,Diciembre,Sabado,14,Guatemala,1,Hombre,23,Mayor,Automovil,COLISION,Honda,NORMAL,2013
7,Diciembre,Sabado,14,Guatemala,1,Hombre,19,Mayor,Motocicleta,COLISION,Bajaj,NORMAL,2013
7,Diciembre,Sabado,23,Guatemala,8,Hombre,22,Mayor,Motocicleta,CHOQUE,Bajaj,IGNORADO,2013
7,Diciembre,Sabado,1,Guatemala,13,Hombre,30,Mayor,Camioneta,CHOQUE,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,21,Guatemala,7,Hombre,62,Mayor,Pick up,COLISION,Nissan_duplicated_37,NORMAL,2013
7,Diciembre,Sabado,21,Guatemala,7,Mujer,27,Mayor,Automovil,COLISION,Peugeot,NORMAL,2013
7,Diciembre,Sabado,21,Guatemala,7,Hombre,44,Mayor,Automovil,COLISION,Ignorado,NORMAL,2013
7,Diciembre,Sabado,21,Guatemala,7,Hombre,30,Mayor,Automovil,COLISION,Ignorado,NORMAL,2013
7,Diciembre,Sabado,4,Guatemala,Ignorado,Ignorado,Ignorado,Mayor,Automovil,COLISION,Toyota,IGNORADO,2013
7,Diciembre,Sabado,0,Guatemala,19,Hombre,44,Mayor,Pick up,COLISION,Mitsubishi,EBRIO,2013
7,Diciembre,Sabado,0,Guatemala,19,Hombre,49,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
7,Diciembre,Sabado,7,Chiquimula,1,Hombre,25,Mayor,Motocicleta,COLISION,Suzuki,EBRIO,2013
7,Diciembre,Sabado,7,Chiquimula,1,Hombre,30,Mayor,Cabezal,COLISION,Freightliner,NORMAL,2013
7,Diciembre,Sabado,22,Chiquimula,Ignorado,Hombre,68,Mayor,Motocicleta,VUELCO,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,13,Escuintla,Ignorado,Hombre,50,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
7,Diciembre,Sabado,13,Escuintla,Ignorado,Hombre,25,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
7,Diciembre,Sabado,16,Escuintla,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Ford,EBRIO,2013
7,Diciembre,Sabado,16,Escuintla,Ignorado,Hombre,37,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
7,Diciembre,Sabado,17,Escuintla,Ignorado,Hombre,Ignorado,Mayor,Ignorado,COLISION,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,9,Quetzaltenango,Ignorado,Hombre,25,Mayor,Camión,COLISION,Kia,NORMAL,2013
7,Diciembre,Sabado,9,Quetzaltenango,Ignorado,Hombre,18,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
7,Diciembre,Sabado,19,Quetzaltenango,1,Hombre,30,Mayor,Pick up,COLISION,Toyota,EBRIO,2013
7,Diciembre,Sabado,19,Quetzaltenango,1,Mujer,30,Mayor,Automovil,COLISION,Volkwagen,NORMAL,2013
7,Diciembre,Sabado,3,Quetzaltenango,Ignorado,Hombre,38,Mayor,Bus extraurbano,COLISION,Ignorado,NORMAL,2013
7,Diciembre,Sabado,3,Quetzaltenango,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
7,Diciembre,Sabado,18,San Marcos,3,Hombre,46,Mayor,Microbus,COLISION,Toyota,IGNORADO,2013
7,Diciembre,Sabado,18,San Marcos,3,Hombre,27,Mayor,Pick up,COLISION,Nissan_duplicated_37,IGNORADO,2013
7,Diciembre,Sabado,20,El Progreso,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Toyota,EBRIO,2013
7,Diciembre,Sabado,20,El Progreso,Ignorado,Hombre,21,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
7,Diciembre,Sabado,14,Izabal,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
7,Diciembre,Sabado,14,Izabal,Ignorado,Hombre,Ignorado,Mayor,Cabezal,COLISION,Ignorado,NORMAL,2013
7,Diciembre,Sabado,19,Izabal,Ignorado,Hombre,17,Menor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,19,Izabal,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,22,Petén,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,22,Petén,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
7,Diciembre,Sabado,10,Quiché,Ignorado,Hombre,62,Mayor,Pick up,VUELCO,Toyota,NORMAL,2013
8,Diciembre,Domingo,3,Guatemala,9,Hombre,28,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
8,Diciembre,Domingo,3,Guatemala,9,Hombre,36,Mayor,Motocicleta,COLISION,Freedom,IGNORADO,2013
8,Diciembre,Domingo,15,Guatemala,3,Hombre,27,Mayor,Automovil,COLISION,Toyota,NORMAL,2013
8,Diciembre,Domingo,15,Guatemala,3,Hombre,34,Mayor,Motocicleta,COLISION,Honda,NORMAL,2013
8,Diciembre,Domingo,9,Guatemala,9,Hombre,Ignorado,Mayor,Bus urbano,CHOQUE,Ignorado,IGNORADO,2013
8,Diciembre,Domingo,2,Guatemala,18,Hombre,22,Mayor,Pick up,VUELCO,Toyota,IGNORADO,2013
8,Diciembre,Domingo,0,Guatemala,12,Mujer,24,Mayor,Motocicleta,CHOQUE,Suzuki,EBRIO,2013
8,Diciembre,Domingo,22,Guatemala,11,Hombre,25,Mayor,Pick up,COLISION,Toyota,NORMAL,2013
8,Diciembre,Domingo,22,Guatemala,11,Hombre,52,Mayor,Automovil,COLISION,Hyundai,NORMAL,2013
8,Diciembre,Domingo,21,Escuintla,1,Hombre,45,Mayor,Ignorado,COLISION,Isuzu,EBRIO,2013
8,Diciembre,Domingo,21,Escuintla,1,Mujer,21,Mayor,Ignorado,COLISION,Mitsubishi,NORMAL,2013
8,Diciembre,Domingo,4,Escuintla,Ignorado,Hombre,43,Mayor,Ignorado,COLISION,Toyota,IGNORADO,2013
8,Diciembre,Domingo,4,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,COLISION,Nissan_duplicated_37,IGNORADO,2013
8,Diciembre,Domingo,21,Escuintla,Ignorado,Mujer,35,Mayor,Motocicleta,CHOQUE,Bajaj,IGNORADO,2013
8,Diciembre,Domingo,10,Retalhuleu,Ignorado,Hombre,46,Mayor,Microbus,CHOQUE,Toyota,IGNORADO,2013
8,Diciembre,Domingo,0,Quetzaltenango,1,Hombre,32,Mayor,Automovil,COLISION,Mazda,EBRIO,2013
8,Diciembre,Domingo,0,Quetzaltenango,1,Ignorado,Ignorado,Ignorado,Automovil,COLISION,Mitsubishi,IGNORADO,2013
8,Diciembre,Domingo,0,Quetzaltenango,1,Ignorado,Ignorado,Ignorado,Automovil,COLISION,Datsun,IGNORADO,2013
8,Diciembre,Domingo,23,Alta Verapaz,Ignorado,Hombre,21,Mayor,Camioneta,COLISION,Toyota,EBRIO,2013
8,Diciembre,Domingo,23,Alta Verapaz,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,COLISION,Ignorado,IGNORADO,2013
8,Diciembre,Domingo,20,El Progreso,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,CHOQUE,Toyota,IGNORADO,2013
8,Diciembre,Domingo,2,Izabal,Ignorado,Hombre,32,Mayor,Motocicleta,COLISION,Ignorado,EBRIO,2013
8,Diciembre,Domingo,2,Izabal,Ignorado,Hombre,26,Mayor,Motocicleta,COLISION,Ignorado,EBRIO,2013
8,Diciembre,Domingo,21,Petén,Ignorado,Hombre,27,Mayor,Pick up,COLISION,Toyota,IGNORADO,2013
8,Diciembre,Domingo,21,Petén,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
8,Diciembre,Domingo,23,Quiché,Ignorado,Ignorado,Ignorado,Ignorado,Mototaxi,VUELCO,Ignorado,IGNORADO,2013
8,Diciembre,Domingo,19,Quiché,Ignorado,Hombre,Ignorado,Mayor,Camión,VUELCO,Hino,IGNORADO,2013
8,Diciembre,Domingo,18,Sacatepéquez,Ignorado,Hombre,31,Mayor,Motocicleta,CHOQUE,Ignorado,EBRIO,2013
9,Diciembre,Lunes,23,El Progreso,Ignorado,Hombre,19,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
9,Diciembre,Lunes,23,El Progreso,Ignorado,Hombre,33,Mayor,Cabezal,COLISION,International,NORMAL,2013
9,Diciembre,Lunes,21,Guatemala,1,Hombre,26,Mayor,Automovil,COLISION,Hyundai,NORMAL,2013
9,Diciembre,Lunes,18,Santa Rosa,Ignorado,Hombre,31,Mayor,Pick up,VUELCO,Toyota,NORMAL,2013
9,Diciembre,Lunes,21,Escuintla,Ignorado,Ignorado,Ignorado,Mayor,Microbus,VUELCO,Ignorado,NORMAL,2013
9,Diciembre,Lunes,0,Huehuetenango,Ignorado,Hombre,27,Mayor,Pick up,COLISION,Ford,NORMAL,2013
9,Diciembre,Lunes,0,Huehuetenango,Ignorado,Hombre,50,Mayor,Motocicleta,COLISION,Ignorado,NORMAL,2013
9,Diciembre,Lunes,15,Alta Verapaz,Ignorado,Hombre,27,Mayor,Camión,COLISION,Hyundai,NORMAL,2013
9,Diciembre,Lunes,15,Alta Verapaz,Ignorado,Hombre,21,Mayor,Motocicleta,COLISION,Honda,NORMAL,2013
9,Diciembre,Lunes,21,Petén,Ignorado,Hombre,Ignorado,Mayor,Pick up,COLISION,Ignorado,IGNORADO,2013
9,Diciembre,Lunes,21,Petén,Ignorado,Hombre,Ignorado,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,7,Guatemala,18,Hombre,Ignorado,Mayor,Camión,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,7,Guatemala,18,Hombre,30,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
10,Diciembre,Martes,9,Guatemala,7,Mujer,26,Mayor,Automovil,COLISION,Kia,IGNORADO,2013
10,Diciembre,Martes,9,Guatemala,7,Hombre,22,Mayor,Motocicleta,COLISION,Honda,IGNORADO,2013
10,Diciembre,Martes,8,Guatemala,1,Hombre,27,Mayor,Motocicleta,COLISION,Freedom,IGNORADO,2013
10,Diciembre,Martes,8,Guatemala,1,Ignorado,Ignorado,Ignorado,Ignorado,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,15,Guatemala,1,Hombre,25,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,15,Guatemala,1,Ignorado,Ignorado,Ignorado,Ignorado,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,20,Zacapa,Ignorado,Hombre,29,Mayor,Automovil,COLISION,Mazda,IGNORADO,2013
10,Diciembre,Martes,20,Zacapa,Ignorado,Hombre,25,Mayor,Motocicleta,COLISION,Suzuki,IGNORADO,2013
10,Diciembre,Martes,21,Escuintla,1,Hombre,52,Mayor,Ignorado,COLISION,Toyota,IGNORADO,2013
10,Diciembre,Martes,21,Escuintla,1,Hombre,Ignorado,Mayor,Ignorado,COLISION,Mazda,IGNORADO,2013
10,Diciembre,Martes,6,Escuintla,Ignorado,Hombre,29,Mayor,Motocicleta,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,6,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,18,Santa Rosa,Ignorado,Hombre,43,Mayor,Camión,COLISION,Ignorado,IGNORADO,2013
10,Diciembre,Martes,18,Santa Rosa,Ignorado,Hombre,20,Mayor,Motocicleta,COLISION,Bajaj,IGNORADO,2013
10,Diciembre,Martes,4,Santa Rosa,Ignorado,Hombre,25,Mayor,Pick up,COLISION,Mitsubishi,EBRIO,2013
